Ticker,Report Date,Currency,Fiscal Year,Fiscal Period,Revenue,Cost of Revenue,Operating Income (Loss),Operating Expenses,Depreciation & Amortization,EBITDA,country_code,primary_ticker,account_number,organization,survey_year,response_received_date,country,region,authority_types,activities,sectors,industries,primary_activity,primary_sector,primary_industry,primary_questionnaire_sector
POST,9/30/18,USD,2018,FY,6257200000,-4390400000,712400000,-1154400000,398400000,1110800000,,,,,,,,,,,,,,,,
POST,9/30/19,USD,2019,FY,5681100000,-3889000000,717700000,-1074400000,379600000,1097300000,,,,,,,,,,,,,,,,
PPC,12/31/17,USD,2017,FY,10767863000,-9296249000,1072322000,-399292000,277792000,1350114000,,,,,,,,,,,,,,,,
PPC,12/31/18,USD,2018,FY,10937784000,-10094308000,495686000,-347790000,279657000,775343000,,,,,,,,,,,,,,,,
PPC,12/31/19,USD,2019,FY,11409219000,-10338825000,690568000,-379826000,287230000,977798000,,,,,,,,,,,,,,,,
PPG,12/31/17,USD,2017,FY,14748000000,-8207000000,2064000000,-4477000000,460000000,2524000000,,,,,,,,,,,,,,,,
PPG,12/31/18,USD,2018,FY,15374000000,-9001000000,1862000000,-4511000000,497000000,2359000000,US,PPG US,14926,"PPG Industries, Inc.",2018,2018-09-07T00:00:00Z,United States of America,," Investor, Supply Chain", Specialty chemicals, Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals
PPG,12/31/19,USD,2019,FY,15146000000,-8653000000,1946000000,-4547000000,511000000,2457000000,US,PPG US,14926,"PPG Industries, Inc.",2019,2019-07-26T15:54:43Z,United States of America,," Investor, Supply Chain", Specialty chemicals, Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals
PPHM,4/30/17,USD,2017,FY,57630000,-38259000,1292000,-18079000,2463000,3755000,,,,,,,,,,,,,,,,
PPHM,4/30/18,USD,2018,FY,53621000,-56545000,-19380000,-16456000,2562000,-16818000,,,,,,,,,,,,,,,,
PPHM,4/30/19,USD,2019,FY,53603000,-46379000,-5622000,-12846000,2746000,-2876000,,,,,,,,,,,,,,,,
PPHM,4/30/20,USD,2020,FY,59702000,-55770000,-10585000,-14517000,3091000,-7494000,,,,,,,,,,,,,,,,
PPIH,1/31/18,USD,2017,FY,105248000,-93506000,-9512000,-21254000,5031000,-4481000,,,,,,,,,,,,,,,,
PPIH,1/31/19,USD,2018,FY,128965000,-105626000,2743000,-20596000,4575000,7318000,,,,,,,,,,,,,,,,
PPIH,1/31/20,USD,2019,FY,127663000,-98617000,5940000,-23106000,4437000,10377000,,,,,,,,,,,,,,,,
PPL,12/31/17,USD,2017,FY,7447000000,-1444000000,2901000000,-3102000000,1105000000,4006000000,,,,,,,,,,,,,,,,
PPL,12/31/18,USD,2018,FY,7785000000,-1544000000,2852000000,-3389000000,1172000000,4024000000,US,PPL US,14928,PPL Corporation,2018,2018-08-14T00:00:00Z,United States of America,, Investor," Coal generation, Electricity networks"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",Electricity networks,Energy utility networks,Infrastructure,Electric utilities
PPL,12/31/19,USD,2019,FY,7769000000,-1432000000,2840000000,-3497000000,1280000000,4120000000,US,PPL US,14928,PPL Corporation,2019,2019-07-26T19:51:06Z,United States of America,, Investor," Coal generation, Electricity networks"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",Coal generation,Thermal power generation,Power generation,Electric utilities
PPSI,12/31/17,USD,2017,FY,101390000,-80527000,4475000,-16388000,3059000,7534000,,,,,,,,,,,,,,,,
PPSI,12/31/18,USD,2018,FY,106390000,-87139000,-1873000,-21124000,2682000,809000,,,,,,,,,,,,,,,,
PPSI,12/31/19,USD,2019,FY,20582000,-19417000,-11753000,-12918000,657000,-11096000,,,,,,,,,,,,,,,,
PRCP,6/30/17,USD,2017,FY,77947000,-50178000,3596000,-24173000,2194000,5790000,,,,,,,,,,,,,,,,
PRCP,6/30/18,USD,2018,FY,84693000,-52693000,5551000,-26449000,2276000,7827000,,,,,,,,,,,,,,,,
PRCP,6/30/19,USD,2019,FY,76822000,-49630000,172000,-27020000,2028000,2200000,,,,,,,,,,,,,,,,
PRCP,6/30/20,USD,2020,FY,62262000,-38957000,-45000,-23350000,1845000,1800000,,,,,,,,,,,,,,,,
PRGS,11/30/17,USD,2017,FY,397572000,-69159000,96302000,-232111000,42896000,139198000,,,,,,,,,,,,,,,,
PRGS,11/30/18,USD,2018,FY,397165000,-66973000,95126000,-235066000,44502000,139628000,,,,,,,,,,,,,,,,
PRGS,11/30/19,USD,2019,FY,413298000,-75241000,72169000,-265888000,56679000,128848000,,,,,,,,,,,,,,,,
PRKA,9/30/17,USD,2017,FY,6238264,-607987,2162584,-3467693,386065,2548649,,,,,,,,,,,,,,,,
PRKA,9/30/18,USD,2018,FY,6046758,-672777,1743000,-3630981,425647,2168647,,,,,,,,,,,,,,,,
PRKA,9/30/19,USD,2019,FY,6184254,-673667,1577030,-3933557,453968,2030998,,,,,,,,,,,,,,,,
PRLB,12/31/17,USD,2017,FY,344490000,-150648000,72226000,-121616000,18474000,90700000,,,,,,,,,,,,,,,,
PRLB,12/31/18,USD,2018,FY,445596000,-206917000,88898000,-149781000,26754000,115652000,,,,,,,,,,,,,,,,
PRLB,12/31/19,USD,2019,FY,458728000,-223438000,79856000,-155434000,30864000,110720000,,,,,,,,,,,,,,,,
PROM,12/31/17,USD,2017,FY,88667000,-32800000,29912000,-25955000,1660000,31572000,,,,,,,,,,,,,,,,
PRPL,12/31/19,USD,2019,FY,428358000,-239387000,16214000,-172757000,4308000,20522000,,,,,,,,,,,,,,,,
PRSC,12/31/17,USD,2017,FY,1623882000,-1489044000,36033000,-98805000,26469000,62502000,,,,,,,,,,,,,,,,
PRSC,12/31/18,USD,2018,FY,1384965000,-1284603000,38451000,-61911000,27677000,66128000,,,,,,,,,,,,,,,,
PRSC,12/31/19,USD,2019,FY,1509944000,-1401152000,24732000,-84060000,16816000,41548000,,,,,,,,,,,,,,,,
PRTS,12/31/17,USD,2017,FY,303366000,-213706000,27725000,-61935000,6716000,34441000,,,,,,,,,,,,,,,,
PRTS,12/31/18,USD,2018,FY,289467000,-210746000,16304000,-62417000,5987000,22291000,,,,,,,,,,,,,,,,
PRTS,12/31/19,USD,2019,FY,280657000,-196434000,16696000,-67527000,6352000,23048000,,,,,,,,,,,,,,,,
PRTX,5/31/17,USD,2017,FY,0,,-3139106,-3139106,1020,-3138086,,,,,,,,,,,,,,,,
PRTX,5/31/18,USD,2018,FY,0,,-3776260,-3776260,1020,-3775240,,,,,,,,,,,,,,,,
PRXL,6/30/17,USD,2017,FY,2441500000,-1701400000,232400000,-507700000,106400000,338800000,,,,,,,,,,,,,,,,
PS,12/31/17,USD,2017,FY,166824000,-49828000,-82746000,-199742000,6675000,-76071000,,,,,,,,,,,,,,,,
PS,12/31/18,USD,2018,FY,232029000,-62550000,-118513000,-287992000,8318000,-110195000,,,,,,,,,,,,,,,,
PS,12/31/19,USD,2019,FY,316910000,-71353000,-149990000,-395547000,9464000,-140526000,,,,,,,,,,,,,,,,
PSA,12/31/17,USD,2017,FY,2668528000,-707978000,1423142000,-537408000,454526000,1877668000,,,,,,,,,,,,,,,,
PSA,12/31/18,USD,2018,FY,2754280000,-739722000,1412192000,-602366000,483646000,1895838000,,,,,,,,,,,,,,,,
PSA,12/31/19,USD,2019,FY,2846823000,-796783000,1465139000,-584901000,512918000,1978057000,US,PSA US,15279,Public Storage,2019,2019-09-30T17:24:23Z,United States of America,, Investor, REIT, Financial services, Services,REIT,Financial services,Services,General
PSEG,12/31/17,USD,2017,FY,9084000000,-2800000000,1429000000,-4855000000,2089000000,3518000000,,,,,,,,,,,,,,,,
PSEG,12/31/18,USD,2018,FY,9696000000,-3225000000,2298000000,-4173000000,1255000000,3553000000,,,,,,,,,,,,,,,,
PSEG,12/31/19,USD,2019,FY,10076000000,-3372000000,2345000000,-4359000000,1248000000,3593000000,,,,,,,,,,,,,,,,
PSSR,10/31/17,USD,2017,FY,13871495,-6449931,-1382632,-8804196,2967557,1584925,,,,,,,,,,,,,,,,
PSSR,10/31/18,USD,2018,FY,14817799,-10481134,-5145028,-9481693,3561677,-1583351,,,,,,,,,,,,,,,,
PSSR,10/31/19,USD,2019,FY,15046149,-8368025,-3131720,-9809844,3627604,495884,,,,,,,,,,,,,,,,
PSTG,1/31/18,USD,2017,FY,1023019000,-353781000,-185158000,-854396000,61744000,-123414000,,,,,,,,,,,,,,,,
PSTG,1/31/19,USD,2018,FY,1359824000,-457528000,-169257000,-1071553000,70878000,-98379000,,,,,,,,,,,,,,,,
PSTG,1/31/20,USD,2019,FY,1643440000,-509886000,-191283000,-1324837000,89710000,-101573000,,,,,,,,,,,,,,,,
PSTI,6/30/17,USD,2017,FY,0,0,-28019000,-28019000,2177000,-25842000,,,,,,,,,,,,,,,,
PSTI,6/30/18,USD,2018,FY,50000,-2000,-33774000,-33822000,2018000,-31756000,,,,,,,,,,,,,,,,
PSTI,6/30/19,USD,2019,FY,54000,-2000,-35532000,-35584000,1962000,-33570000,,,,,,,,,,,,,,,,
PSTI,6/30/20,USD,2020,FY,23000,,-29476000,-29499000,1570000,-27906000,,,,,,,,,,,,,,,,
PSX,12/31/17,USD,2017,FY,1.04101E+11,-79409000000,3496000000,-21196000000,1318000000,4814000000,,,,,,,,,,,,,,,,
PSX,12/31/18,USD,2018,FY,1.14156E+11,-97930000000,7865000000,-8361000000,1356000000,9221000000,,,,,,,,,,,,,,,,
PSX,12/31/19,USD,2019,FY,1.0944E+11,-95529000000,5383000000,-8528000000,1341000000,6724000000,,,,,,,,,,,,,,,,
PTEN,12/31/17,USD,2017,FY,2356684000,-1633940000,-185915000,-908659000,783341000,597426000,,,,,,,,,,,,,,,,
PTEN,12/31/18,USD,2018,FY,3326997000,-2149554000,67519000,-1109924000,916318000,983837000,,,,,,,,,,,,,,,,
PTEN,12/31/19,USD,2019,FY,2470685000,-1510143000,-259448000,-1219990000,1003873000,744425000,,,,,,,,,,,,,,,,
PTN,6/30/17,USD,2017,FY,44723827,,-10569494,-55293321,33051,-10536443,,,,,,,,,,,,,,,,
PTN,6/30/18,USD,2018,FY,67134758,,25926565,-41208193,56569,25983134,,,,,,,,,,,,,,,,
PTN,6/30/19,USD,2019,FY,60300476,,35744320,-24556156,58635,35802955,,,,,,,,,,,,,,,,
PTN,6/30/20,USD,2020,FY,117989,,-23606780,-23724769,64203,-23542577,,,,,,,,,,,,,,,,
PTON,6/30/19,USD,2019,FY,915000000,-531400000,-202200000,-585800000,21700000,-180500000,,,,,,,,,,,,,,,,
PTON,6/30/20,USD,2020,FY,1825900000,-989100000,-80800000,-917600000,40200000,-40600000,,,,,,,,,,,,,,,,
PURE,7/31/17,USD,2017,FY,1831000,-760000,-6008000,-7079000,276000,-5732000,,,,,,,,,,,,,,,,
PURE,7/31/18,USD,2018,FY,1774000,-763000,-7042000,-8053000,285000,-6757000,,,,,,,,,,,,,,,,
PURE,7/31/19,USD,2019,FY,1909000,-728000,-5589000,-6770000,241000,-5348000,,,,,,,,,,,,,,,,
PURE,7/31/20,USD,2020,FY,6917000,-2896000,4000,-4017000,192000,196000,,,,,,,,,,,,,,,,
PVAC,12/31/17,USD,2017,FY,160054000,-32518000,51872000,-75664000,48649000,100521000,,,,,,,,,,,,,,,,
PVAC,12/31/18,USD,2018,FY,440832000,-54505000,208755000,-177572000,127961000,336716000,,,,,,,,,,,,,,,,
PVAC,12/31/19,USD,2019,FY,471216000,-66285000,176821000,-228110000,174569000,351390000,,,,,,,,,,,,,,,,
PVH,2/28/19,USD,2018,FY,9656800000,-4348500000,875500000,-4432800000,334800000,1210300000,US,PVH US,44266,PVH Corp,2018,2018-08-15T00:00:00Z,United States of America,, Investor, Apparel & footwear design, Apparel design, Apparel,Apparel & footwear design,Apparel design,Apparel,General
PVHO,6/30/17,USD,2017,FY,1705745,-1922611,-3680000,-3463134,11663,-3668337,,,,,,,,,,,,,,,,
PWR,12/31/17,USD,2017,FY,9466478000,-8224618000,431735000,-810125000,216013000,647748000,,,,,,,,,,,,,,,,
PWR,12/31/18,USD,2018,FY,11171423000,-9691459000,578396000,-901568000,246513000,824909000,,,,,,,,,,,,,,,,
PWR,12/31/19,USD,2019,FY,12112153000,-10511901000,582170000,-1018082000,280198000,862368000,,,,,,,,,,,,,,,,
PX,12/31/17,USD,2017,FY,11437000000,-6455000000,2502000000,-2480000000,1184000000,3686000000,,,,,,,,,,,,,,,,
PXD,12/31/17,USD,2017,FY,5455000000,-2398000000,1010000000,-2047000000,1400000000,2410000000,,,,,,,,,,,,,,,,
PXD,12/31/18,USD,2018,FY,9415000000,-4785000000,2317000000,-2313000000,1534000000,3851000000,,,,,,,,,,,,,,,,
PXD,12/31/19,USD,2019,FY,9304000000,-5346000000,1566000000,-2392000000,1711000000,3277000000,,,,,,,,,,,,,,,,
PYPL,12/31/17,USD,2017,FY,13094000000,,2127000000,-10967000000,805000000,2932000000,,,,,,,,,,,,,,,,
PYPL,12/31/18,USD,2018,FY,15451000000,,2194000000,-13257000000,776000000,2970000000,,,,,,,,,,,,,,,,
PYPL,12/31/19,USD,2019,FY,17772000000,,2719000000,-15053000000,912000000,3631000000,US,PYPL US,58304,PayPal Holdings Inc,2019,2019-09-17T13:16:04Z,United States of America,, Investor," Banks, Other financial"," Financial services, Specialized professional services", Services,Other financial,Specialized professional services,Services,General
PYX,3/31/18,USD,2017,FY,1845966000,-1599775000,110985000,-135206000,33598000,144583000,,,,,,,,,,,,,,,,
PYX,3/31/19,USD,2018,FY,1801593000,-1550779000,92200000,-158614000,35747000,127947000,US,PYX US,578,Alliance One International Inc.,2018,2018-09-12T00:00:00Z,United States of America,, Supply Chain, Tobacco products, Tobacco," Food, beverage & agriculture",Tobacco products,Tobacco,"Food, beverage & agriculture","Food, beverage & tobacco"
PYX,3/31/20,USD,2019,FY,1527261000,-1302582000,27796000,-196883000,35828000,63624000,,,,,,,,,,,,,,,,
PZZA,12/31/17,USD,2017,FY,1783359000,-1296177000,152691000,-334491000,43668000,196359000,,,,,,,,,,,,,,,,
PZZA,12/31/18,USD,2018,FY,1662871000,-1152761000,31842000,-478268000,46403000,78245000,,,,,,,,,,,,,,,,
PZZA,12/31/19,USD,2019,FY,1619248000,-1095417000,19796000,-504035000,47281000,67077000,,,,,,,,,,,,,,,,
Q,12/31/17,USD,2017,FY,9739000000,-6301000000,822000000,-2616000000,1011000000,1833000000,,,,,,,,,,,,,,,,
Q,12/31/18,USD,2018,FY,10412000000,-6746000000,809000000,-2857000000,1141000000,1950000000,,,,,,,,,,,,,,,,
Q,12/31/19,USD,2019,FY,11088000000,-7300000000,852000000,-2936000000,1202000000,2054000000,,,,,,,,,,,,,,,,
QCOM,9/30/17,USD,2017,FY,22291000000,-9792000000,2614000000,-9885000000,1461000000,4075000000,,,,,,,,,,,,,,,,
QCOM,9/30/18,USD,2018,FY,22732000000,-10244000000,742000000,-11746000000,1561000000,2303000000,US,QCOM US,15419,QUALCOMM Inc.,2018,2018-08-15T00:00:00Z,United States of America,," Investor, Supply Chain"," Electronic components, Other professional services"," Electrical & electronic equipment, Specialized professional services"," Manufacturing, Services",Electronic components,Electrical & electronic equipment,Manufacturing,General
QCOM,9/30/19,USD,2019,FY,24273000000,-8599000000,7667000000,-8007000000,1401000000,9068000000,US,QCOM US,15419,QUALCOMM Inc.,2019,2019-07-31T16:30:22Z,United States of America,," Investor, Supply Chain"," Electronic components, Other professional services"," Electrical & electronic equipment, Specialized professional services"," Manufacturing, Services",Electronic components,Electrical & electronic equipment,Manufacturing,General
QCOM,9/30/20,USD,2020,FY,23531000000,-9255000000,6255000000,-8021000000,1393000000,7648000000,US,QCOM US,15419,QUALCOMM Inc.,2020,2020-08-21T19:14:30Z,United States of America,," Investor, Supply Chain"," Electronic components, Other professional services"," Electrical & electronic equipment, Specialized professional services"," Manufacturing, Services",Electronic components,Electrical & electronic equipment,Manufacturing,General
QCP,12/31/17,USD,2017,FY,318498000,-2434000,157269000,-158795000,131639000,288908000,,,,,,,,,,,,,,,,
QEP,12/31/17,USD,2017,FY,1622900000,-7300000,101500000,-1514100000,754500000,856000000,,,,,,,,,,,,,,,,
QEP,12/31/18,USD,2018,FY,1932600000,-15500000,-1142800000,-3059900000,857100000,-285700000,,,,,,,,,,,,,,,,
QEP,12/31/19,USD,2019,FY,1206200000,-13200000,206200000,-986800000,540000000,746200000,,,,,,,,,,,,,,,,
QNST,6/30/17,USD,2017,FY,299785000,-269409000,-8223000,-38599000,11377000,3154000,,,,,,,,,,,,,,,,
QNST,6/30/18,USD,2018,FY,404358000,-345947000,15636000,-42775000,7767000,23403000,,,,,,,,,,,,,,,,
QNST,6/30/19,USD,2019,FY,455154000,-393509000,10727000,-50918000,8975000,19702000,,,,,,,,,,,,,,,,
QNST,6/30/20,USD,2020,FY,490339000,-437864000,6205000,-46270000,11476000,17681000,,,,,,,,,,,,,,,,
QSII,3/31/18,USD,2017,FY,531019000,-241535000,7189000,-282295000,33878000,41067000,,,,,,,,,,,,,,,,
QSII,3/31/19,USD,2018,FY,529173000,-246697000,32259000,-250217000,31794000,64053000,,,,,,,,,,,,,,,,
QSII,3/31/20,USD,2019,FY,540239000,-267439000,20188000,-252612000,30708000,50896000,,,,,,,,,,,,,,,,
QSR,12/31/17,USD,2017,FY,4576100000,-2327900000,1723500000,-524700000,181100000,1904600000,,,,,,,,,,,,,,,,
QSR,12/31/18,USD,2018,FY,5357000000,-2240000000,1895000000,-1222000000,180000000,2075000000,,,,,,,,,,,,,,,,
QSR,12/31/19,USD,2019,FY,5603000000,-2353000000,1996000000,-1254000000,185000000,2181000000,,,,,,,,,,,,,,,,
QTNA,12/31/17,USD,2017,FY,176359000,-88208000,-935000,-89086000,2669000,1734000,,,,,,,,,,,,,,,,
QTNA,12/31/18,USD,2018,FY,220460000,-111058000,2810000,-106592000,4861000,7671000,,,,,,,,,,,,,,,,
QUOT,12/31/17,USD,2017,FY,322115000,-140752000,-9603000,-190966000,17840000,8237000,,,,,,,,,,,,,,,,
QUOT,12/31/18,USD,2018,FY,386958000,-206230000,-6036000,-186764000,25041000,19005000,,,,,,,,,,,,,,,,
QUOT,12/31/19,USD,2019,FY,436160000,-263606000,-26094000,-198648000,31437000,5343000,,,,,,,,,,,,,,,,
QVC,12/31/17,USD,2017,FY,8771000000,-5598000000,1347000000,-1826000000,519000000,1866000000,,,,,,,,,,,,,,,,
QVC,12/31/18,USD,2018,FY,11282000000,-7248000000,1542000000,-2492000000,411000000,1953000000,,,,,,,,,,,,,,,,
QVC,12/31/19,USD,2019,FY,10986000000,-7148000000,1474000000,-2364000000,468000000,1942000000,,,,,,,,,,,,,,,,
R,12/31/17,USD,2017,FY,7329599000,-5865831000,476278000,-987490000,1255175000,1731453000,,,,,,,,,,,,,,,,
R,12/31/18,USD,2018,FY,8409215000,-6827664000,601421000,-980130000,1394964000,1996385000,US,R US,16072,"Ryder System, Inc.",2018,2018-08-30T00:00:00Z,United States of America,," Investor, Supply Chain"," Logistics - 3rd party, Logistics - transport, Transportation support services, Vehicles & machinery rental & leasing"," Industrial support services, Intermodal transport & logistics, Trading, wholesale, distribution, rental & leasing"," Retail, Services, Transportation services",Vehicles & machinery rental & leasing,"Trading, wholesale, distribution, rental & leasing",Retail,General
R,12/31/19,USD,2019,FY,8925801000,-7555224000,341148000,-1029429000,1878929000,2220077000,US,R US,16072,"Ryder System, Inc.",2019,2019-07-31T13:46:09Z,United States of America,," Investor, Supply Chain"," Logistics - 3rd party, Logistics - transport, Transportation support services, Vehicles & machinery rental & leasing"," Industrial support services, Intermodal transport & logistics, Trading, wholesale, distribution, rental & leasing"," Retail, Services, Transportation services",Vehicles & machinery rental & leasing,"Trading, wholesale, distribution, rental & leasing",Retail,General
RAD,2/28/18,USD,2017,FY,21528968000,-16748863000,128843000,-4651262000,386057000,514900000,,,,,,,,,,,,,,,,
RAD,2/28/19,USD,2018,FY,21639557000,-16963205000,83977000,-4592375000,357882000,441859000,,,,,,,,,,,,,,,,
RAD,2/29/20,USD,2019,FY,21928393000,-17201635000,139422000,-4587336000,328277000,467699000,,,,,,,,,,,,,,,,
RAIL,12/31/17,USD,2017,FY,409474000,-406143000,-29580000,-32911000,9366000,-20214000,,,,,,,,,,,,,,,,
RAIL,12/31/18,USD,2018,FY,316519000,-320146000,-32678000,-29051000,12017000,-20661000,,,,,,,,,,,,,,,,
RAIL,12/31/19,USD,2019,FY,229958000,-244258000,-52602000,-38302000,12438000,-40164000,,,,,,,,,,,,,,,,
RAVE,6/30/17,USD,2017,FY,57113000,-50252000,-5249000,-12110000,2456000,-2793000,,,,,,,,,,,,,,,,
RAVE,6/30/18,USD,2018,FY,15120000,-3654000,-115000,-11581000,874000,759000,,,,,,,,,,,,,,,,
RAVE,6/30/19,USD,2019,FY,12319000,-1120000,416000,-10783000,466000,882000,,,,,,,,,,,,,,,,
RAVE,6/30/20,USD,2020,FY,10028000,-439000,796000,-8793000,186000,982000,,,,,,,,,,,,,,,,
RAVN,1/31/18,USD,2017,FY,377317000,-255752000,59429000,-62136000,14802000,74231000,,,,,,,,,,,,,,,,
RAVN,1/31/19,USD,2018,FY,406668000,-274119000,55133000,-77416000,15123000,70256000,,,,,,,,,,,,,,,,
RAVN,1/31/20,USD,2019,FY,382530000,-258783000,39939000,-83808000,16241000,56180000,,,,,,,,,,,,,,,,
RCII,12/31/17,USD,2017,FY,2702540000,-983998000,-63059000,-1781601000,701650000,638591000,,,,,,,,,,,,,,,,
RCII,12/31/18,USD,2018,FY,2660465000,-972297000,56137000,-1632031000,690401000,746538000,,,,,,,,,,,,,,,,
RCII,12/31/19,USD,2019,FY,2669852000,-1025781000,253859000,-1390212000,682932000,936791000,,,,,,,,,,,,,,,,
RCL,12/31/17,USD,2017,FY,8777845000,-4896579000,1744056000,-2137210000,951194000,2695250000,,,,,,,,,,,,,,,,
RCUS,12/31/17,USD,2017,FY,,,-53441000,-53441000,2612000,-50829000,,,,,,,,,,,,,,,,
RCUS,12/31/18,USD,2018,FY,,,-54859000,-54859000,3664000,-51195000,,,,,,,,,,,,,,,,
RCUS,12/31/19,USD,2019,FY,,,-88709000,-88709000,3578000,-85131000,,,,,,,,,,,,,,,,
RDC,12/31/17,USD,2017,FY,1282800000,-684800000,89400000,-508600000,403700000,493100000,,,,,,,,,,,,,,,,
